Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|C  0.036  %  ASTM E1086  |C|0,036
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Si  0.441  %  ASTM E1086  |Si|0,441
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.711  %  ASTM E1086  |Mn|1,711
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|P  0.035  %  ASTM E1086  |P|0,035
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|S  0.016  %  ASTM E1086  |S|0,016
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.31  %  ASTM E1086  |Cr|18,31
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.216  %  ASTM E1086  |Ni|8,216
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.268  %  ASTM E1086  |Mo|0,268
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.510  %  ASTM E1086  |Cu|0,510
Masfal Pimi Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|C  0.038  %  ASTM E1086  |C|0,038
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Si  0.442  %  ASTM E1086  |Si|0,442
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.670  %  ASTM E1086  |Mn|1,670
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|P  0.030  %  ASTM E1086  |P|0,030
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|S  0.014  %  ASTM E1086  |S|0,014
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.19  %  ASTM E1086  |Cr|18,19
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.272  %  ASTM E1086  |Ni|8,272
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.258  %  ASTM E1086  |Mo|0,258
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.523  %  ASTM E1086  |Cu|0,523
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|C  0.033  %  ASTM E1086  |C|0,033
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Si  0.433  %  ASTM E1086  |Si|0,433
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.686  %  ASTM E1086  |Mn|1,686
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|P  0.033  %  ASTM E1086  |P|0,033
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|S  0.016  %  ASTM E1086  |S|0,016
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.60  %  ASTM E1086  |Cr|18,60
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.173  %  ASTM E1086  |Ni|8,173
